time,px,py,pz,pvx,pvy,pvz,pv_mag,d_p,age,alpha_air_mean,alpha_air_max,bubble_cx,bubble_cy,bubble_cells,alpha_oil_mean,alpha_oil_max,alpha_water_mean,alpha_water_max,bubble_vy,dist_to_bubble_center,in_bubble,v_rel
0.162,0.0097104,0.0366735,0.0005,-0.0037783,0.0134994,0.0,0.01401817931294931,0.0003,,0.026346638288903632,1.0,0.025656029263370333,0.033857786747393204,1982,0.01943854608768124,1.0,0.9542148160016855,1.0,0.07026754164563442,0.01619232329611035,0,0.05676814164563442
0.164,0.00973243,0.0366971,0.0005,0.0242997,0.0206037,0.0,0.0318588743332215,0.0003,,0.026346637786548333,1.0,0.02574589853609288,0.034021403331650685,1981,0.01942068107414013,1.0,0.9542326814333617,1.0,0.08239471100116091,0.01623547126564093,0,0.06179101100116091
0.166,0.00975443,0.0367282,0.0005,0.00720387,0.0146395,0.0,0.0163159646735,0.0003,,0.026346637416614516,1.0,0.02581829637096774,0.03418736559139785,1984,0.01940448160076782,1.0,0.9542488813472949,1.0,0.08649278016450879,0.016263567944219525,0,0.07185328016450879
0.168,0.00976756,0.0367983,0.0005,0.00763578,0.0530133,0.0,0.05356038753685787,0.0003,,0.026346637212596807,1.0,0.02567644084934277,0.034367374452308724,1978,0.0193861354806229,1.0,0.9542672275859164,1.0,0.10318389299525244,0.01609353562449853,0,0.050170592995252436
0.17,0.00974386,0.0369257,0.0005,-0.0353973,0.0594404,0.0,0.06918186178074423,0.0003,,0.026346637067414292,1.0,0.025584408194233688,0.03460010116337886,1977,0.019371020825888242,1.0,0.9542823424355246,1.0,0.11324827699194984,0.01601035218359464,0,0.05380787699194984
0.172,0.00963225,0.0369858,0.0005,-0.071295,0.00793181,0.0,0.07173486345478117,0.0003,,0.02634663625933158,1.0,0.025477427921092567,0.03482036756027652,1977,0.01935155978481007,1.0,0.9543018041883731,1.0,0.11313969232026722,0.015992459504469165,0,0.10520788232026722
0.174,0.00950874,0.0369671,0.0005,-0.0387457,-0.0106971,0.0,0.04019523873420831,0.0003,,0.026346636074791055,1.0,0.025368055555555557,0.035052659932659935,1980,0.019336753958829438,1.0,0.9543166102911764,1.0,0.11831880619726753,0.015974447429007475,0,0.12901590619726752
0.176,0.00944259,0.0369669,0.0005,-0.021022,0.0039946,0.0,0.021398161443451164,0.0003,,0.0263466357524605,1.0,0.025279515640766904,0.03529364278506559,1982,0.019322548112352404,1.0,0.9543308164824678,1.0,0.11707817792924047,0.015925074676701213,0,0.11308357792924047
0.178,0.00942033,0.0369594,0.0005,-0.0144626,-0.0103822,0.0,0.017803282719768283,0.0003,,0.02634663555184633,1.0,0.02522644376899696,0.0355209726443769,1974,0.01930641284578487,1.0,0.9543469520032375,1.0,0.1145017616460624,0.015871430488014624,0,0.1248839616460624
0.18,0.00939119,0.0369184,0.0005,-0.0161311,-0.0187302,0.0,0.02471907723297939,0.0003,,0.026346635278553084,1.0,0.024997853535353536,0.035751649831649836,1980,0.019285369683574985,1.0,0.9543679954262937,1.0,0.11118733823101046,0.01565021573848357,0,0.12991753823101046
0.182,0.00935172,0.0368739,0.0005,-0.0109065,-0.024598,0.0,0.02690749609774198,0.0003,,0.026346634941002218,1.0,0.024618421052631578,0.03596572199730094,1976,0.0192719602736126,1.0,0.9543814052056374,1.0,0.10668419353350878,0.015293689820151595,0,0.13128219353350878
0.184,0.00936995,0.0368238,0.0005,0.0189003,-0.0256919,0.0,0.03189506334372139,0.0003,,0.026346634733671458,1.0,0.024504883307965502,0.036178386605783874,1971,0.019253039690429873,1.0,0.9544003258831755,1.0,0.09426204253169068,0.01514868854673556,0,0.11995394253169069
0.186,0.00942939,0.0368001,0.0005,0.0362966,0.000544137,0.0,0.03630067845970332,0.0003,,0.02634663438226505,1.0,0.024247019279553528,0.0363427701674277,1971,0.01923826692434858,1.0,0.9544150990028231,1.0,0.08493921353293388,0.014824685090822085,0,0.08439507653293388
0.188,0.00949868,0.0368111,0.0005,0.0342847,0.00615599,0.0,0.03483298532957088,0.0003,,0.026346634077892343,1.0,0.024128797468354432,0.03651814345991561,1975,0.01922304294055389,1.0,0.9544303232502351,1.0,0.08663927402572469,0.01463305028598712,0,0.08048328402572469
0.19,0.00958209,0.0368099,0.0005,0.0381227,-0.0106108,0.0,0.039571824975985125,0.0003,,0.02634663384971637,1.0,0.023823786039453718,0.0366893272635306,1977,0.01920832322085638,1.0,0.9544450432163234,1.0,0.08546244981718765,0.014242206425444458,0,0.09607324981718765
