time,px,py,pz,pvx,pvy,pvz,pv_mag,d_p,age,alpha_air_mean,alpha_air_max,bubble_cx,bubble_cy,bubble_cells,alpha_oil_mean,alpha_oil_max,alpha_water_mean,alpha_water_max,bubble_vy,dist_to_bubble_center,in_bubble,v_rel
0.192,0.00964971,0.0367637,0.0005,0.0407162,-0.0351676,0.0,0.05380119917065046,0.0003,,0.02634663355623532,1.0,0.02360882204246714,0.03685999325918436,1978,0.019197396608570325,1.0,0.9544559700861239,1.0,0.08718958620700157,0.013959444165364014,0,0.12235718620700156
0.194,0.00973245,0.0366939,0.0005,0.0416665,-0.0375744,0.0,0.056106441320137215,0.0003,,0.02634663311658443,1.0,0.023493174924165826,0.03703808560835861,1978,0.01918623009921127,1.0,0.9544671370480011,1.0,0.09769366832627213,0.013765028665845915,0,0.13526806832627214
0.196,0.00981926,0.0365945,0.0005,0.0479396,-0.0717202,0.0,0.08626698288569039,0.0003,,0.026346632798679093,1.0,0.023712721518987342,0.03725076793248945,1975,0.01917817835409725,1.0,0.9544751891443696,1.0,0.10278420981028091,0.013908952533487057,0,0.17450440981028092
0.198,0.00993687,0.0364468,0.0005,0.0669229,-0.0733959,0.0,0.09932589129335814,0.0003,,0.026346632575221834,1.0,0.0240144523326572,0.03744922244759973,1972,0.019165229798742186,1.0,0.9544881379044945,1.0,0.10518680475642661,0.014113226955455437,0,0.17858270475642662
0.2,0.0100948,0.0363057,0.0005,0.0906681,-0.0741255,0.0,0.11711231407439612,0.0003,,0.026346632248269622,1.0,0.02433371212121212,0.03767151515151516,1980,0.019157974612509406,1.0,0.9544953934259474,1.0,0.09989300553388958,0.014304267524893046,0,0.1740185055338896
0.202,0.0102729,0.0361499,0.0005,0.0914268,-0.0830813,0.0,0.12353688585977064,0.0003,,0.026346631948900235,1.0,0.02456455488113303,0.03784879446973529,1977,0.019148221014200585,1.0,0.9545051471931899,1.0,0.09500268236231868,0.014392277153414977,0,0.17808398236231868
0.204,0.0104747,0.0359829,0.0005,0.105096,-0.0822552,0.0,0.13345818499829826,0.0003,,0.026346631547299323,1.0,0.024903072837632777,0.03805152588096442,1977,0.01913678383389043,1.0,0.9545165850506059,1.0,0.09887599937601443,0.014575910118312859,0,0.18113119937601443
0.206,0.0106917,0.0358205,0.0005,0.113045,-0.0795338,0.0,0.1382201047874006,0.0003,,0.026346615577763577,1.0,0.02524715765538151,0.03824429846723935,1979,0.019120639967060468,1.0,0.9545327447638189,1.0,0.0951447791279012,0.014755885150250931,0,0.1746785791279012
0.208,0.0109459,0.0356762,0.0005,0.138529,-0.0652507,0.0,0.15312719448709952,0.0003,,0.026346615346026253,1.0,0.025299280666330137,0.03843210499747603,1981,0.01910788199420546,1.0,0.9545455029571759,1.0,0.09012187796603044,0.01461555845350061,0,0.15537257796603043
0.21,0.0112323,0.0355636,0.0005,0.149084,-0.0529378,0.0,0.1582038233572122,0.0003,,0.026346615092251485,1.0,0.02557469666329626,0.038604785979103474,1978,0.019097216981499004,1.0,0.9545561680972925,1.0,0.0829565267201513,0.014661280783302227,0,0.1358943267201513
0.212,0.0115335,0.0354812,0.0005,0.149573,-0.0246412,0.0,0.1515891522056905,0.0003,,0.026346614801067873,1.0,0.026024949341438702,0.038763931104356636,1974,0.0190849910593752,1.0,0.9545683944728183,1.0,0.08099781008175455,0.014858614589489652,0,0.10563901008175455
0.214,0.0118113,0.0354258,0.0005,0.129974,-0.0330783,0.0,0.13411716745774943,0.0003,,0.026346614612391645,1.0,0.025808291457286435,0.03892877721943049,1990,0.0190750716761315,1.0,0.9545783140504628,1.0,0.08213768344792527,0.014428673509896826,0,0.11521598344792527
0.216,0.0120502,0.0353532,0.0005,0.102633,-0.0331962,0.0,0.107868069341395,0.0003,,0.026346614427847182,1.0,0.026037569690826153,0.039092481838148334,1973,0.019061772353031907,1.0,0.9545916135691083,1.0,0.08220231961495195,0.014478561376495528,0,0.11539851961495196
0.218,0.0122544,0.0352939,0.0005,0.106022,-0.0322111,0.0,0.11080712724012838,0.0003,,0.026346614176372022,1.0,0.026054746835443038,0.039257586497890296,1975,0.019044372391106828,1.0,0.9546090136386846,1.0,0.08196300025047343,0.01435828622893695,0,0.11417410025047342
0.22,0.0124615,0.0352648,0.0005,0.0872689,-0.0120636,0.0,0.08809875908416644,0.0003,,0.02634661399447642,1.0,0.02598273899848255,0.03942033383915023,1977,0.01903168982213958,1.0,0.9546216964854927,1.0,0.08768251704318786,0.014145400861849337,0,0.09974611704318787
0.222,0.012625,0.0352291,0.0005,0.0894368,-0.0136783,0.0,0.0904767212333095,0.0003,,0.02634661380450417,1.0,0.02590153420523139,0.03960831656606305,1988,0.019012362047483748,1.0,0.9546410245616354,1.0,0.08965205658523878,0.013980125115146865,0,0.10333035658523879
0.224,0.0128136,0.0352089,0.0005,0.102124,-0.00363397,0.0,0.10218863495497384,0.0003,,0.026346613667580572,1.0,0.025917695214105797,0.03977894206549119,1985,0.018992473458435306,1.0,0.9546609131669133,1.0,0.07670261853808213,0.013878133731186964,0,0.08033658853808213
0.226,0.0130446,0.0352075,0.0005,0.121904,-0.000618405,0.0,0.1219055685387014,0.0003,,0.02634661366984538,1.0,0.02564923018677436,0.03991512704021538,1981,0.018975630995293306,1.0,0.9546777558258117,1.0,0.07974945492068741,0.013455053121229599,0,0.08036785992068742
0.228,0.0133072,0.0352083,0.0005,0.142314,-0.00661335,0.0,0.1424675787476663,0.0003,,0.026346613322738004,1.0,0.02552190982776089,0.04009793988517393,1974,0.01895842041536486,1.0,0.9546949666268498,1.0,0.07980409853201387,0.013157040487247968,0,0.08641744853201387
0.23,0.013613,0.0352021,0.0005,0.15723,0.00361548,0.0,0.15727156321353966,0.0003,,0.02634661269764287,1.0,0.025316666666666668,0.040234343434343435,1980,0.018938601869622703,1.0,0.954714785754713,1.0,0.07615898735759252,0.012739673756691616,0,0.07254350735759252
0.232,0.0139128,0.0352249,0.0005,0.145611,0.0205839,0.0,0.14705869664936513,0.0003,,0.026346612334936955,1.0,0.02529670818505338,0.040402575834604305,1967,0.018919276969017136,1.0,0.9547341109554328,1.0,0.08356554927116377,0.012506066232591713,0,0.06298164927116377
0.234,0.0142139,0.0352931,0.0005,0.150647,0.0449281,0.0,0.15720385739100043,0.0003,,0.026346612014340555,1.0,0.025060128983308044,0.04056860563142809,1977,0.018898370718780984,1.0,0.9547550176409971,1.0,0.08806517515411727,0.01206116258184015,0,0.04313707515411727
0.236,0.0145107,0.0354092,0.0005,0.14892,0.0589879,0.0,0.16017721044646147,0.0003,,0.02634661171405501,1.0,0.02479967138523761,0.040754836535220766,1978,0.0188913317640393,1.0,0.9547620568098465,1.0,0.08774410950057643,0.011594773052238903,0,0.028756209500576425
0.238,0.0148006,0.0355427,0.0005,0.137392,0.0742436,0.0,0.1561687350430937,0.0003,,0.026346611298789867,1.0,0.02484908998988878,0.0409195820694304,1978,0.01887117024250694,1.0,0.9547822187506322,1.0,0.09044694143629428,0.011396622827200043,0,0.016203341436294275
0.24,0.0151031,0.0357306,0.0005,0.15763,0.118392,0.0,0.19713924663546828,0.0003,,0.02634661085958774,1.0,0.024926855617691916,0.041116624300965944,1967,0.01885653822399218,1.0,0.954796851204517,1.0,0.09115711422134609,0.011203367003125853,0,0.027234885778653906
0.242,0.0154378,0.0359946,0.0005,0.165572,0.151807,0.0,0.22463181527334902,0.0003,,0.026346606141056928,1.0,0.024924468623481782,0.04128421052631579,1976,0.01883755623036051,1.0,0.9548158379807203,1.0,0.09306614698073723,0.010861715384407038,0,0.05874085301926277
0.244,0.0157968,0.0363205,0.0005,0.194534,0.173576,0.0,0.2607146043703728,0.0003,,0.026346605556599376,1.0,0.025251905487804878,0.041488888888888895,1968,0.0188267530052331,1.0,0.9548266418254728,1.0,0.09076769939032125,0.010775493654228011,0,0.08280830060967875
0.246,0.0161729,0.0366834,0.0005,0.205408,0.178555,0.0,0.27216600538825564,0.0003,,0.02634660520021037,1.0,0.025451367781155015,0.04164728132387707,1974,0.018811575083652634,1.0,0.954841820021151,1.0,0.10213675213675089,0.010522836222400654,0,0.0764182478632491
0.248,0.0165881,0.0370711,0.0005,0.207549,0.211896,0.0,0.2966083313344384,0.0003,,0.026346604883788986,1.0,0.0255603491902834,0.0418974358974359,1976,0.018789744634736594,1.0,0.954863650655358,1.0,0.13900877224562258,0.010187972012496868,0,0.07288722775437742
0.25,0.0170221,0.0375,0.0005,0.226051,0.212165,0.0,0.31002103448959717,0.0003,,0.026346604634788096,1.0,0.025622081218274112,0.042203316412859564,1970,0.018765642957469075,1.0,0.9548877526925128,1.0,0.1405928756156829,0.009802084586155215,0,0.07157212438431709
0.252,0.0174572,0.0379266,0.0005,0.203394,0.218472,0.0,0.2984947805573826,0.0003,,0.026346604321539523,1.0,0.025845856563608716,0.04245980739989863,1973,0.018737205443710107,1.0,0.9549161905120026,1.0,0.1353101800846357,0.009535173216710399,0,0.08316181991536431
0.254,0.0178529,0.0383389,0.0005,0.181866,0.196442,0.0,0.26770263599748134,0.0003,,0.026346604163066924,1.0,0.025682809330628803,0.04274455713319811,1972,0.01870695759811821,1.0,0.9549464383953775,1.0,0.14528384026103147,0.00898428043313249,0,0.051158159738968534
0.256,0.0182013,0.0387013,0.0005,0.180375,0.164903,0.0,0.24439341241940216,0.0003,,0.026346603952814886,1.0,0.025758333333333334,0.04304094276094276,1980,0.018682144789363822,1.0,0.9549712515480328,1.0,0.15567091595748117,0.008714427812181015,0,0.009232084042518823
0.258,0.018608,0.0389774,0.0005,0.220568,0.121351,0.0,0.2517465150205659,0.0003,,0.026346603748957212,1.0,0.0257935663627153,0.043367240797028035,1974,0.018652332512898762,1.0,0.9550010638538204,1.0,0.16157021693730655,0.008420395844391004,0,0.040219216937306554
0.26,0.0190808,0.0392163,0.0005,0.256079,0.126581,0.0,0.28565574351306156,0.0003,,0.026346603519818032,1.0,0.025811835443037976,0.043687223628691985,1975,0.018623539267085838,1.0,0.9550298573658442,1.0,0.1703446828978734,0.0080805938042343,0,0.04376368289787341
0.262,0.01961,0.0395024,0.0005,0.269699,0.162478,0.0,0.31485973239682463,0.0003,,0.026346602885953658,1.0,0.025997727272727273,0.04404861952861953,1980,0.018588532105120157,1.0,0.9550648652568541,1.0,0.1841934187454406,0.007840355330796264,0,0.021715418745440584
0.264,0.020172,0.0398713,0.0005,0.296433,0.196793,0.0,0.3558089492101063,0.0003,,0.026346602467197215,1.0,0.02576365015166835,0.044423997303673746,1978,0.01856964991831615,1.0,0.9550837478372097,1.0,0.19725290126305417,0.007210659065406636,0,0.00045990126305417434
0.266,0.0207724,0.0402817,0.0005,0.299699,0.218031,0.0,0.37061706323643545,0.0003,,0.026346602322848637,1.0,0.025881725888324873,0.04483763113367174,1970,0.018549689091664184,1.0,0.9551037089270574,1.0,0.20862085262291608,0.006845562031554917,0,0.009410147377083927
0.268,0.0213641,0.040738,0.0005,0.29236,0.234478,0.0,0.3747723336693892,0.0003,,0.026346602150421203,1.0,0.025890285497726127,0.04525848071416541,1979,0.018524150389655856,1.0,0.9551292478098433,1.0,0.21410877398666806,0.006396960297435626,0,0.020369226013331937
0.27,0.0219512,0.0412197,0.0005,0.29201,0.243393,0.0,0.3801446994882343,0.0003,,0.026346601765010934,1.0,0.026126134644478063,0.04569406622961842,1983,0.018501294190794347,1.0,0.9551521043748518,1.0,0.22927487695814186,0.006119643162996756,0,0.014118123041858138
0.272,0.0225378,0.0416862,0.0005,0.284871,0.22377,0.0,0.3622492229681107,0.0003,,0.026346601624072846,1.0,0.026219223007063572,0.04617558022199798,1982,0.018484797441290945,1.0,0.9551686012363291,1.0,0.2505911867031383,0.005805808310184178,0,0.026821186703138294
0.274,0.0230838,0.0421485,0.0005,0.25421,0.233451,0.0,0.345140686533767,0.0003,,0.02634660139150299,1.0,0.026210984848484848,0.046696430976430975,1980,0.018464520844239832,1.0,0.9551888781068456,1.0,0.2559018988152264,0.005519326158415863,0,0.02245089881522641
0.276,0.0235705,0.0425972,0.0005,0.234055,0.218255,0.0,0.3200265427273182,0.0003,,0.026346601340762547,1.0,0.02629035532994924,0.04719918781725889,1970,0.018449313209853015,1.0,0.9552040857090524,1.0,0.24874553513498832,0.005345643542741369,0,0.03049053513498831
0.278,0.0240192,0.043015,0.0005,0.207231,0.190664,0.0,0.28159802601758416,0.0003,,0.026346600805926997,1.0,0.026503422920892493,0.04769141311697093,1972,0.01843847698546361,1.0,0.9552149225747267,1.0,0.244215173022317,0.005295300101152474,0,0.05355117302231699
0.28,0.0244379,0.0434125,0.0005,0.215873,0.194689,0.0,0.2906973664311392,0.0003,,0.026346600455217202,1.0,0.02640456038403234,0.04817604850934815,1979,0.01842272753150278,1.0,0.9552306721621449,1.0,0.23213578352018693,0.005153556778287715,0,0.03744678352018693
0.282,0.024844,0.0438276,0.0005,0.18391,0.215773,0.0,0.2835152123414192,0.0003,,0.026346599799985538,1.0,0.02652618626956083,0.048619956251051664,1981,0.018412232621200522,1.0,0.9552411678556477,1.0,0.21567073366161615,0.005079018515667464,0,0.00010226633838383847
0.284,0.0251958,0.0442484,0.0005,0.164052,0.214743,0.0,0.27023622028329214,0.0003,,0.026346598862038304,1.0,0.02646191801619433,0.0490387314439946,1976,0.018397737348997415,1.0,0.9552556641767093,1.0,0.1955496577758069,0.004954828975278083,1,0.019193342224193083
0.286,0.0255324,0.0447087,0.0005,0.170549,0.239868,0.0,0.29431890667267707,0.0003,,0.026346598148098067,1.0,0.026452525252525252,0.04940215488215489,1980,0.018379588304115416,1.0,0.9552738139054152,1.0,0.17857375677238352,0.004782797216186177,1,0.06129424322761648
0.288,0.0258344,0.0452004,0.0005,0.141047,0.253488,0.0,0.2900869220647494,0.0003,,0.026346593457290735,1.0,0.026706057157309053,0.049753026471084136,1977,0.01836094712156614,1.0,0.9552924599379148,1.0,0.1737865156286187,0.00463532026780287,1,0.0797014843713813
0.29,0.0261375,0.0457118,0.0005,0.164756,0.265642,0.0,0.3125863267962948,0.0003,,0.02634658998203322,1.0,0.027002277327935222,0.05009730094466937,1976,0.018343224611697205,1.0,0.9553101855850021,1.0,0.17106998155556674,0.004469950599571178,1,0.09457201844443325
0.292,0.0264237,0.0462466,0.0005,0.123393,0.265309,0.0,0.2925998939336787,0.0003,,0.026346587034184795,1.0,0.027233333333333335,0.050437306397306404,1980,0.018331231680973503,1.0,0.9553221816158477,1.0,0.1660065812488618,0.004268199414609078,1,0.09930241875113821
0.294,0.0266525,0.0467883,0.0005,0.108352,0.27427,0.0,0.2948969121642341,0.0003,,0.0263465865502797,1.0,0.02718045730166751,0.05076132726966481,1979,0.018318443497313916,1.0,0.9553349702373848,1.0,0.1613784318024596,0.004007952669117276,1,0.11289156819754043
0.296,0.0268728,0.047379,0.0005,0.101098,0.320267,0.0,0.335844840503766,0.0003,,0.026346585887117135,1.0,0.027150870772337205,0.05108282012451624,1981,0.018308772545576453,1.0,0.9553446420138034,1.0,0.1595667627055004,0.003714243781606118,1,0.16070023729449961
0.298,0.0270682,0.0480718,0.0005,0.0977479,0.371371,0.0,0.3840196239717575,0.0003,,0.02634658384945012,1.0,0.026823529411764708,0.05139959432048682,1972,0.01829896847192827,1.0,0.9553544480266922,1.0,0.13589060560356359,0.0033367766985837903,1,0.23548039439643642
0.3,0.0272439,0.048865,0.0005,0.0695369,0.422293,0.0,0.42797985736551897,0.0003,,0.026346583373241018,1.0,0.026665715372907156,0.0516263825469305,1971,0.018285895231029522,1.0,0.9553675217388,1.0,0.12455372860765301,0.0028212640843244133,1,0.29773927139234696
0.302,0.0273991,0.0497289,0.0005,0.0682305,0.441122,0.0,0.44636758396443843,0.0003,,0.02634658299677331,1.0,0.026556370070778563,0.05189780923491743,1978,0.018270849804531083,1.0,0.9553825674818173,1.0,0.12504650769490944,0.002326877951873642,1,0.3160754923050906
0.304,0.0274799,0.0506354,0.0005,0.0198923,0.467708,0.0,0.4681308330619657,0.0003,,0.026346582576384687,1.0,0.02642713089802131,0.052126568577710135,1971,0.018252171834621987,1.0,0.9554012459208473,1.0,0.11312972054878578,0.0018253510646533437,1,0.35457827945121423
0.306,0.02749,0.0515905,0.0005,0.00797721,0.476013,0.0,0.47607983789316694,0.0003,,0.026346582086971597,1.0,0.026206398283695104,0.05235032811711257,1981,0.018238710193581423,1.0,0.9554147080270612,1.0,0.11088074468741915,0.0014916340481685559,1,0.36513225531258087
0.308,0.0274656,0.0525236,0.0005,-0.0290108,0.451236,0.0,0.4521676173861194,0.0003,,0.02634658148998699,1.0,0.025994023397761953,0.052570091556459815,1966,0.01822270388637637,1.0,0.9554307148665252,1.0,0.11023854852216175,0.0014723108235276034,1,0.3409974514778383
0.31,0.027383,0.0534093,0.0005,-0.0535285,0.447006,0.0,0.450199582794398,0.0003,,0.026346577600381393,1.0,0.026126900658895086,0.05279128231120122,1973,0.018207217268374244,1.0,0.9554462056326128,1.0,0.10476550419472908,0.001399904074710974,1,0.34224049580527094
0.312,0.0272546,0.0543092,0.0005,-0.0735666,0.446328,0.0,0.4523502273897516,0.0003,,0.026346577127319273,1.0,0.025803408514951852,0.05298915357323873,1973,0.018191369935045634,1.0,0.9554620534287335,1.0,0.10241547008369345,0.0019617541372663008,1,0.34391252991630655
0.314,0.0271153,0.0551638,0.0005,-0.0397688,0.404013,0.0,0.40596559167303825,0.0003,,0.02634657661195119,1.0,0.026112354577642893,0.053200944191535995,1977,0.018174447821390775,1.0,0.9554789759317999,1.0,0.11516526358280288,0.002204246457419848,1,0.28884773641719713
0.316,0.0270602,0.0558691,0.0005,-0.0239053,0.307409,0.0,0.30833708283158223,0.0003,,0.026346575169745933,1.0,0.02589876137512639,0.05344981462756994,1978,0.018157527449215678,1.0,0.9554958977643266,1.0,0.13184389791545925,0.0026836321269135136,1,0.17556510208454074
0.318,0.0270185,0.0564281,0.0005,-0.0324923,0.261679,0.0,0.2636885446891654,0.0003,,0.02634657416790722,1.0,0.026070248983739837,0.05372831978319783,1968,0.018148792364597443,1.0,0.9555046338424242,1.0,0.1287877108016371,0.0028614669679859696,1,0.1328912891983629
0.32,0.0269752,0.0569257,0.0005,0.00533225,0.245517,0.0,0.24557489729013937,0.0003,,0.02634657319697894,1.0,0.025881821627084384,0.05396496547077649,1979,0.018137513461773735,1.0,0.9555159136219952,1.0,0.13880826764194687,0.0031561725584790153,1,0.10670873235805314
0.322,0.027013,0.0574477,0.0005,0.0126132,0.279851,0.0,0.28013510136225345,0.0003,,0.026346572179654748,1.0,0.025905901722391086,0.05428355285376562,1974,0.018124012686881005,1.0,0.9555294153714432,1.0,0.16576954750319217,0.0033522371275474796,1,0.11408145249680784
0.324,0.0269791,0.0580279,0.0005,-0.0350305,0.299335,0.0,0.3013777997053698,0.0003,,0.026346571321605526,1.0,0.02594829974811083,0.05462804366078926,1985,0.01811072777954184,1.0,0.9555427010953988,1.0,0.1584464639779508,0.00355268522199283,1,0.1408885360220492
0.326,0.0268998,0.0586524,0.0005,-0.0468576,0.335991,0.0,0.3392426664774936,0.0003,,0.026346570245488674,1.0,0.02591318044354839,0.054917338709677424,1984,0.018097359393978572,1.0,0.9555560706211316,1.0,0.16141369602648759,0.003863172399937508,1,0.1745773039735124
0.328,0.0268153,0.0593468,0.0005,-0.0292276,0.349986,0.0,0.35120428926446784,0.0003,,0.02634656941733459,1.0,0.02581833164300203,0.05527369844489521,1972,0.018085132953446725,1.0,0.9555682979432136,1.0,0.15361890907853493,0.0041933402178993655,1,0.1963670909214651
0.33,0.0267699,0.0600154,0.0005,-0.0203648,0.318048,0.0,0.3186993181402182,0.0003,,0.0263465681222891,1.0,0.02590487341772152,0.05553181434599156,1975,0.0180730189497355,1.0,0.9555804133172409,1.0,0.12905795054817665,0.00456626886033649,1,0.18899004945182335
