time,dt,epsilon,eta,tau_eta,u_eta,eta_B,dx_over_eta,dx_over_etaB,dt_over_tauEta
9.749660000000000271e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.074969999999999919e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.174970000000000007e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.274969999999999923e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.374970000000000012e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.474969999999999927e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.574969999999999842e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.674969999999999931e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.774970000000000020e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.874970000000000109e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.974969999999999851e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
2.074969999999999939e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
2.174970000000000028e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
2.274970000000000117e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
2.374969999999999859e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
2.474969999999999948e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
2.574970000000000037e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
2.674970000000000125e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
2.774969999999999867e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
2.874969999999999956e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
2.974970000000000045e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
3.074970000000000134e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
3.174969999999999876e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
3.274969999999999964e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
3.374970000000000053e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
3.474970000000000142e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
3.574970000000000231e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
3.674970000000000320e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
3.774969999999999715e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
3.874969999999999803e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
3.974969999999999892e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
4.074969999999999981e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
4.174970000000000070e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
4.274970000000000159e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
4.374970000000000248e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
4.474970000000000336e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
4.574969999999999731e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
4.674969999999999820e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
4.774969999999999909e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
4.874969999999999998e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
4.974970000000000087e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
5.074970000000000175e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
5.174970000000000264e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
5.274969999999999659e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
5.374969999999999748e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
5.474969999999999837e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
5.574969999999999926e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
5.674970000000000014e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
5.774970000000000103e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
5.874970000000000192e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
5.974970000000000281e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
6.074969999999999676e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
6.174969999999999765e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
6.274970000000000547e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
6.374970000000000636e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
6.474969999999999337e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
6.574969999999999426e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
6.674969999999999515e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
6.774969999999999604e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
6.874969999999999692e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
6.974969999999999781e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
7.074969999999999870e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
7.174969999999999959e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
7.274970000000000048e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
7.374970000000000137e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
7.474970000000000225e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
7.574970000000000314e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
7.674970000000000403e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
7.774970000000000492e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
7.874970000000000581e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
7.974970000000000669e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
8.074969999999999370e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
8.174969999999999459e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
8.274969999999999548e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
8.374969999999999637e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
8.474969999999999726e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
8.574969999999999815e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
8.674969999999999903e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
8.774969999999999992e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
8.874970000000000081e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
8.974970000000000170e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
9.074970000000000259e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
9.174970000000000347e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
9.274970000000000436e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
9.374970000000000525e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
9.474970000000000614e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
9.574969999999999315e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
9.674969999999999404e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
9.774969999999999493e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
9.874969999999999581e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
9.974969999999999670e-02,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.007500000000000062e-01,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.017499999999999932e-01,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.027499999999999941e-01,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.037499999999999950e-01,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.047499999999999959e-01,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.057499999999999968e-01,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.067499999999999977e-01,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
1.077499999999999986e-01,1.000000000000000021e-03,1.000000000000000021e-03,1.778279410038922969e-04,3.162277660168379134e-02,5.623413251903490971e-03,1.778279410038922969e-04,5.623413251903490284e+00,5.623413251903490284e+00,3.162277660168379828e-02
